sentence,label,id,index
"""Spike Milligan was one of the funniest men I've ever seen, and a huge influence on my life.<br /><br />This movie is limp and awful, and does his memory no credit. The script is cluttered and preserves too many lines from the book intact (the leg jokes here are incomprehensible). The actors' performances are uniformly ineffective, a great cast wasted, and the lead, Sean Hughes, delivers Milligan's belligerent hostilities in a plaintive whine, which misses the point completel",0,556,16581
"I cant believe it! I thought this is a good sequel when Jim carry in the film has a baby but instead its a film with crappy actors, stupid plot and stupid scenes. This should be in 'crappest films of sh*t in earth'. Thank god the same director did not make this because this is so stupid with some cartoonish parts like the fart was not funny, not the pee and not the dancing! I laughed at this because of how stupid the person made this like homer Simpson making a movie about a ",0,557,16600
"""So bad, it's entertaining, especially during cocktail hour, and believe me, you'll need a beer, a drink, or whatever to get through this turkey. Where do they get the financial backing for such paint-by-the-numbers """"horror"""" flicks? The fun in this movie is predicting which characters will get eaten and in what order, and trashing the so-called """"uniforms"""" the """"military"""" jokers wear. The raptors, by the way, are not the same raptors we met in """"Jurassic Park,"""" but a cou",0,558,16603
"You would have thought, given how much this overblown pile of rubbish must have cost, that the budget could have stretched to a decent scriptwriter. Instead, they seemed to have opted for a bog standard Hollywood 'Paint by Numbers' disaster movie plot and dialog. The only cliché they seem to have missed was the Cute Kid. But every other one is there. There's the sullen hero, flung together by fate with both his ex wife and estranged father. There's the doting Dad and the rebe",0,559,16635
"In the film, Lumumba, we see the faces behind the monumental shift in the Congo's history after it is reclaimed from the Belgians, and we see the motives behind those men into whose hands the raped and starving country fell. <br /><br />Lumumba is not a movie for the hyper masses; it demands the attention of its viewers with raw, truthful acting and intricate, packed dialogue. Little of the main plot is shown through action, it relies almost solely on words, but there is a re",1,560,16640
"If I'm to like a movie, I need to care about the lead characters and what happens to them. In this waste-pod of a film, I found myself hoping that they would all die in the end. None of the characters are people that you'd ever want to meet, they all made me sick. If not for a few nude scenes, I would have given this wretched movie a 1.",0,561,16671
"The Cavern: 2 out of 10: Blair Witch meets The Cave and gives me a headache.<br /><br />I have something to ask all film schools, could you please teach future directors how to hold a camera steady. Flailing the camera around like Aunt Betty with 12 drinks is headache inducing.<br /><br />Also film is primarily a visual medium directors may want to point their camera's in the general direction of the action. Film also requires light to work. Perhaps a light source should be e",0,562,16677
"""With Matthias Hues on the cover and only $3.00, i had to buy it. I enjoyed some moments, like Hawks annoyance with the pleasure droids, but i only really watched to see Matthias Hues' scenes. I particularly enjoyed the showdown at the end. It was a cross between Clint Eastwood's """"The Good, The Bad and The Ugly"""" and """"For a Few Dollars More"""" (a 3 man quick-draw showdown, with a musical pocket watch used as the countdown timer). Apart from that, there's really nothing more ",0,563,16681
"""Heard some good remarks about this film as being very gory and frightning, but it's neither. Obviously the screenwriter wanted to do a scary horror film but at the same time inject some teenage comedy for the young target audience. Scares and comedy seldomly result in good films, the same goes for MONSTER MAN.<br /><br />Not really funny, nor scary or overly enjoyable on ANY other level.<br /><br />Aproaching 39 years of age I've seen my share of horror movies. I have seen g",0,564,16685
"""One thing that came across to me in watching this film is that it was fun/exciting for the cast and crew; I could sense that they were going up against the budget constraint with enthusiasm & dedication because they apparently liked the people involved. <br /><br />I tend to like B movies that are original and have heart, and I think this is one such work. The actors seem to me to be putting there hearts in it more than usual, maybe because of some good direction from the le",1,565,16722
